EAR_TAG,sampleDate,ExtractionID,QC_RTL,DOB,TEL_sampleNO,TL_Quartiles,CULL_DATE,Time_Months,Time_Years,Event,residRTL_plateRow,AGE_Y,Time1stSampleDeath
604211,22/03/2011,780,1.205122601,16/03/2011,1,3,06/08/2015,52,4.38,1,0.069003682,0,1598
604225,12/04/2011,103,1.039234843,06/04/2011,1,2,NULL,91,8,0,0.073824071,0,3000
604267,27/04/2011,1327,0.979861134,18/04/2011,1,1,NULL,91,8,0,0.032340124,0,3000
604281,17/05/2011,428,1.045453862,07/05/2011,1,2,05/04/2013,23,1.89,1,0.081384758,0,689
604295,30/05/2011,1295,1.438119197,26/05/2011,1,4,NULL,91,8,0,0.184239419,0,3000
604330,13/06/2011,415,0.877418403,01/06/2011,1,1,17/07/2014,37,3.1,1,-0.035985834,0,1130
604351,08/07/2011,1252,1.500008373,03/07/2011,1,4,01/09/2014,38,3.15,1,0.233320457,0,1151
604365,21/07/2011,1377,1.372874785,17/07/2011,1,4,01/05/2015,45,3.78,1,0.269158104,0,1380
604407,16/08/2011,121,1.035660435,10/08/2011,1,2,NULL,91,8,0,-0.051820232,0,3000
604652,03/02/2012,482,1.44592433,01/02/2012,1,4,16/11/2014,33,2.79,1,0.165447221,0,1017
703057,15/09/2008,778,1.377562487,10/09/2008,1,4,07/12/2012,51,4.23,1,0.244058332,0,1544
703064,25/09/2008,658,1.19783529,18/09/2008,1,3,15/10/2015,84,7.06,1,0.231435416,0,2576
703078,20/10/2008,1181,1.277522545,15/10/2008,1,3,06/08/2015,81,6.8,1,0.10307841,0,2481
703092,10/11/2008,663,1.114783232,04/11/2008,1,2,16/01/2015,74,6.19,1,0.075292066,0,2258
703155,28/11/2008,384,0.827728479,25/11/2008,1,1,NULL,91,8,0,-0.118780175,0,3000
703204,12/01/2009,262,1.627742255,02/01/2009,1,4,30/10/2013,57,4.8,1,0.364748946,0,1752
703253,22/02/2009,350,1.271205937,19/02/2009,1,3,NULL,91,8,0,0.188350116,0,3000
703267,10/03/2009,733,1.340004142,07/03/2009,1,4,08/12/2011,33,2.75,1,0.148839093,0,1003
703274,02/04/2009,1265,1.187818885,19/03/2009,1,3,NULL,91,8,0,0.107223612,0,3000
703281,09/04/2009,571,1.038173696,03/04/2009,1,2,04/10/2015,78,6.49,1,0.058957874,0,2369
703379,08/05/2009,1344,1.345124153,04/05/2009,1,4,14/10/2013,53,4.44,1,0.086210155,0,1620
703386,19/05/2009,443,1.371926136,16/05/2009,1,4,07/12/2012,43,3.56,1,0.120892975,0,1298
703400,08/06/2009,1231,1.235879775,02/06/2009,1,3,NULL,91,8,0,0.099110601,0,3000
703512,31/08/2009,470,0.865273412,19/08/2009,1,1,08/01/2016,76,6.36,1,-0.097269357,0,2321
703519,31/08/2009,1184,1.379011538,28/08/2009,1,4,01/05/2015,68,5.67,1,0.280997162,0,2069
703582,17/11/2009,320,1.627582903,13/11/2009,1,4,NULL,91,8,0,0.235389577,0,3000
703589,03/12/2009,1335,1.255712873,27/11/2009,1,3,29/08/2013,45,3.74,1,0.11180915,0,1365
703596,08/12/2009,1269,1.162036411,03/12/2009,1,3,18/04/2014,52,4.36,1,0.077125835,0,1592
703631,18/12/2009,555,1.129410193,15/12/2009,1,2,26/10/2014,58,4.86,1,0.037461471,0,1773
703659,18/12/2009,920,1.596574494,13/12/2009,1,4,16/05/2014,53,4.41,1,0.304617778,0,1610
703687,18/01/2010,1073,1.226123596,13/01/2010,1,3,NULL,91,8,0,0.060880086,0,3000
703806,13/04/2010,503,1.221163515,10/04/2010,1,3,NULL,91,8,0,0.162999597,0,3000
703813,29/04/2010,358,1.137097391,25/04/2010,1,2,15/10/2015,65,5.47,1,0.128318662,0,1995
703841,27/05/2010,1350,1.064716434,24/05/2010,1,2,12/09/2011,16,1.3,1,0.078061253,0,473
703862,22/06/2010,299,1.000595383,17/06/2010,1,1,NULL,91,8,0,-0.015983105,0,3000
703876,16/07/2010,211,0.943275887,12/07/2010,1,1,NULL,91,8,0,-0.030127998,0,3000
703995,04/10/2010,356,0.905988471,26/09/2010,1,1,17/03/2015,53,4.45,1,-0.054521041,0,1625
704030,15/10/2010,672,1.471208438,11/10/2010,1,4,04/04/2013,30,2.47,1,0.169858614,0,902
704065,25/11/2010,735,1.21646236,20/11/2010,1,3,NULL,91,8,0,0.160075645,0,3000
704135,21/01/2011,760,1.108012072,10/01/2011,1,2,16/05/2014,40,3.32,1,0.022323809,0,1211
704205,22/03/2011,433,1.388367931,13/03/2011,1,4,NULL,91,8,0,0.122390444,0,3000
704212,22/03/2011,805,1.27872512,17/03/2011,1,4,25/06/2015,51,4.26,1,0.028334559,0,1556
704268,27/04/2011,478,1.098505199,19/04/2011,1,2,05/11/2015,54,4.53,1,0.094114216,0,1653
704289,30/05/2011,724,1.278000872,22/05/2011,1,3,15/04/2016,58,4.88,1,-0.000689347,0,1782
704345,27/06/2011,1322,1.195232926,20/06/2011,1,3,NULL,91,8,0,0.088739512,0,3000
704373,01/08/2011,1304,0.969268168,23/07/2011,1,1,NULL,91,8,0,-0.045411021,0,3000
704492,21/10/2011,1175,1.556076159,19/10/2011,1,4,10/07/2014,33,2.72,1,0.217986105,0,993
704527,03/11/2011,786,1.045468641,01/11/2011,1,2,30/01/2015,39,3.24,1,-0.036575363,0,1184
704548,01/12/2011,1114,1.176257955,28/11/2011,1,3,14/11/2014,35,2.96,1,0.069503013,0,1079
704611,16/01/2012,910,1.143573687,12/01/2012,1,2,01/05/2015,39,3.29,1,0.060835458,0,1201
704653,03/02/2012,97,1.00910889,01/02/2012,1,1,17/07/2014,29,2.45,1,-0.003823538,0,895
704919,28/08/2012,632,0.956189296,26/08/2012,1,1,05/12/2014,27,2.27,1,-0.046712134,0,829
705633,24/03/2014,451,1.433673221,15/03/2014,1,4,14/04/2014,1,0.06,1,0.173912797,0,21
103065,16/03/2010,1027,1.284008824,18/09/2008,2,4,15/04/2016,NA,6.087671233,1,0.064544184,1,2222
103079,16/03/2010,292,0.90012553,15/10/2008,2,1,14/10/2013,NA,3.583561644,1,-0.047178451,1,1308
103093,16/03/2010,988,1.035186083,07/11/2008,2,2,30/01/2015,NA,4.879452055,1,-0.031884528,1,1781
103163,16/03/2010,1089,1.061003759,13/12/2008,2,3,05/02/2013,NA,2.895890411,1,-0.040619742,1,1057
103170,16/03/2010,666,1.082290667,26/12/2008,2,3,09/06/2011,NA,1.232876712,1,0.024197067,1,450
103240,16/03/2010,104,1.016333826,12/02/2009,2,2,05/11/2015,NA,5.643835616,1,-0.049180734,1,2060
103247,16/03/2010,1186,1.161531675,16/02/2009,2,3,17/07/2014,NA,4.339726027,1,-0.120716686,1,1584
103275,16/03/2010,1225,1.17994623,21/03/2009,2,4,23/02/2012,NA,1.942465753,1,0.087343939,1,709
103359,16/03/2010,446,1.174238461,27/05/2009,2,4,16/01/2015,NA,4.84109589,1,0.045406245,1,1767
103394,16/03/2010,1010,0.955704899,27/05/2009,2,2,16/01/2015,NA,4.84109589,1,-0.037377904,1,1767
103408,16/03/2010,732,1.493070048,06/06/2009,2,4,01/05/2015,NA,5.128767123,1,0.163173244,1,1872
103429,16/03/2010,994,0.875858743,29/06/2009,2,1,04/10/2012,NA,2.556164384,1,-0.112857672,1,933
103506,16/03/2010,567,0.93850891,10/08/2009,2,1,08/04/2015,NA,5.065753425,1,-0.158979598,1,1849
103576,30/03/2011,406,1.034156582,01/11/2009,2,2,16/05/2014,NA,3.131506849,1,-0.014076318,1,1143
103583,28/03/2011,1240,1.132822353,14/11/2009,2,3,27/05/2012,NA,1.167123288,1,0.012571937,1,426
103590,30/03/2011,359,1.169455674,27/11/2009,2,4,25/04/2014,NA,3.073972603,1,0.093953335,1,1122
103660,14/04/2011,788,1.202580764,15/12/2009,2,4,30/09/2014,NA,3.465753425,1,0.122994341,1,1265
103681,14/04/2011,1320,0.926735086,12/01/2010,2,1,03/11/2014,NA,3.55890411,1,-0.059244393,1,1299
103737,14/04/2011,277,0.978458946,12/02/2010,2,2,01/08/2011,NA,0.298630137,1,-0.086683965,1,109
103744,14/04/2011,1232,1.193622861,20/02/2010,2,4,17/07/2014,NA,3.260273973,1,-0.044303563,1,1190
103751,14/04/2011,1160,1.197748115,27/02/2010,2,4,09/07/2014,NA,3.238356164,1,-0.011367438,1,1182
103772,14/04/2011,749,1.172358386,02/04/2010,4,4,01/05/2015,NA,4.049315068,1,-0.055848385,1,1478
103814,14/04/2011,775,1.076946672,26/04/2010,2,3,09/10/2015,NA,4.490410959,1,0.071253848,1,1639
103821,14/04/2011,1120,0.860864638,01/05/2010,2,1,01/05/2014,NA,3.049315068,1,-0.113598953,1,1113
103996,14/04/2011,110,0.876223227,28/09/2010,2,1,06/06/2013,NA,2.147945205,1,-0.13082351,1,784
103996,23/03/2012,1150,1.250408159,28/09/2010,3,4,06/06/2013,NA,1.205479452,1,0.116552144,1,440
104031,23/03/2012,485,1.133196358,11/10/2010,2,3,NULL,NA,6.849315068,0,-0.014582001,1,2500
104066,23/03/2012,1201,0.945356759,20/11/2010,2,1,18/09/2013,NA,1.490410959,1,-0.074287183,1,544
104073,23/03/2012,688,1.183725697,06/12/2010,2,4,04/11/2014,NA,2.619178082,1,0.140508284,1,956
104115,23/03/2012,74,1.179911213,17/12/2010,2,4,06/08/2015,NA,3.37260274,1,0.076365661,1,1231
104136,23/03/2012,991,0.919339555,11/01/2011,2,1,04/11/2015,NA,3.619178082,1,-0.112136635,1,1321
104192,23/03/2012,224,0.880729365,17/02/2011,2,1,23/08/2014,NA,2.419178082,1,-0.177057815,1,883
104206,23/03/2012,1309,1.016172753,14/03/2011,2,2,NULL,NA,6.849315068,0,-0.02793779,1,2500
104213,23/03/2012,181,1.293434571,17/03/2011,2,4,NULL,NA,6.849315068,0,0.119063255,1,2500
104220,23/03/2012,1180,1.010858743,31/03/2011,2,2,11/08/2016,NA,4.389041096,1,-0.048555158,1,1602
104262,23/03/2012,997,0.947765067,15/04/2011,2,1,NULL,NA,6.849315068,0,-0.132169861,1,2500
104290,23/03/2012,247,1.232004608,24/05/2011,2,4,NULL,NA,6.849315068,0,0.043757138,1,2500
104353,23/03/2012,263,1.312765645,03/07/2011,2,4,15/10/2015,NA,3.564383562,1,0.070724695,1,1301
104402,23/03/2012,85,0.842863239,04/08/2011,2,1,18/07/2012,NA,0.320547945,1,-0.174275167,1,117
104465,07/03/2013,180,1.197592145,15/09/2011,2,4,21/11/2013,NA,0.709589041,1,0.153325664,1,259
104675,07/03/2013,853,0.942287613,22/02/2012,2,1,14/08/2014,NA,1.438356164,1,-0.071809943,1,525
104752,07/03/2013,1362,0.856315209,24/02/2012,2,1,21/11/2013,NA,0.709589041,1,-0.107890253,1,259
104843,07/03/2013,1093,1.028933716,04/07/2012,2,2,15/11/2013,NA,0.693150685,1,-0.07394509,1,253
104843,14/10/2013,932,0.993444138,04/07/2012,3,2,15/11/2013,NA,0.087671233,1,-0.106177315,1,32
104997,03/04/2014,80,1.060494833,06/10/2012,2,3,02/04/2015,NA,0.997260274,1,-0.022459802,1,364
203080,16/03/2010,456,0.884221514,16/10/2008,2,1,25/04/2014,NA,4.112328767,1,-0.051917422,1,1501
203087,16/03/2010,1210,1.266952941,29/10/2008,2,4,22/07/2016,NA,6.356164384,1,0.121725659,1,2320
203206,16/03/2010,821,1.539949126,02/01/2009,2,4,23/02/2012,NA,1.942465753,1,0.26021213,1,709
203234,16/03/2010,511,1.057177106,08/02/2009,2,3,15/04/2016,NA,6.087671233,1,0.117570565,1,2222
203241,16/03/2010,674,1.281397964,12/02/2009,2,4,NULL,NA,6.849315068,0,0.203711797,1,2500
203283,16/03/2010,1413,0.975999769,05/04/2009,2,2,01/11/2016,NA,6.635616438,1,-0.052391402,1,2422
203290,16/03/2010,705,1.0047121,14/04/2009,2,2,24/01/2013,NA,2.863013699,1,-0.046544655,1,1045
203381,16/03/2010,1284,1.041785754,05/05/2009,2,2,05/01/2013,NA,2.810958904,1,0.009766234,1,1026
203395,16/03/2010,999,0.954061204,28/05/2009,2,2,09/06/2011,NA,1.232876712,1,-0.165726146,1,450
203402,16/03/2010,1342,0.887475458,04/06/2009,2,1,25/04/2014,NA,4.112328767,1,-0.120148593,1,1501
203423,16/03/2010,235,1.025763019,24/06/2009,2,2,13/04/2011,NA,1.076712329,1,-0.070295955,1,393
203430,16/03/2010,1020,1.250900654,04/07/2009,2,4,NULL,NA,6.849315068,0,0.109399733,1,2500
203514,16/03/2010,430,1.027159354,25/08/2009,2,2,01/05/2015,NA,5.128767123,1,-0.089418596,1,1872
203521,16/03/2010,318,1.058120741,01/09/2009,2,3,30/09/2011,NA,1.542465753,1,-0.084541311,1,563
203549,30/03/2011,1393,1.094264396,25/10/2009,2,3,20/04/2014,NA,3.060273973,1,-0.039415423,1,1117
203584,14/04/2011,1380,1.052739352,14/11/2009,2,3,03/11/2014,NA,3.55890411,1,0.007271559,1,1299
203605,28/03/2011,307,1.198293338,04/11/2009,2,4,19/12/2011,NA,0.728767123,1,0.070811072,1,266
203661,28/03/2011,1039,1.269985914,19/12/2009,2,4,13/09/2013,NA,2.465753425,1,-0.085484939,1,900
203668,30/03/2011,338,1.187403994,31/12/2009,2,4,NULL,NA,6.849315068,0,-0.078743992,1,2500
203689,14/04/2011,289,1.058641951,16/01/2010,2,3,03/10/2016,NA,5.476712329,1,-0.050374969,1,1999
203745,14/04/2011,461,1.041621813,21/02/2010,2,2,14/06/2013,NA,2.169863014,1,-0.020390325,1,792
203759,14/04/2011,847,1.108942616,11/03/2010,2,3,02/04/2015,NA,3.969863014,1,0.044605131,1,1449
203801,14/04/2011,761,1.043005597,05/04/2010,2,2,16/07/2012,NA,1.257534247,1,-0.018595931,1,459
203864,14/04/2011,1354,0.933312009,22/06/2010,2,1,NULL,NA,6.849315068,0,-0.033136012,1,2500
203892,14/04/2011,1349,0.753579169,27/07/2010,2,1,06/06/2013,NA,2.147945205,1,-0.232286481,1,784
203899,14/04/2011,1028,0.951186703,31/07/2010,2,2,14/01/2014,NA,2.756164384,1,-0.095240862,1,1006
203969,14/04/2011,156,0.827446714,15/08/2010,2,1,11/08/2015,NA,4.328767123,1,-0.084143802,1,1580
203990,14/04/2011,1167,0.996560367,17/09/2010,2,2,22/04/2013,NA,2.024657534,1,-0.089819399,1,739
204032,23/03/2012,706,0.748634138,12/10/2010,2,1,NULL,NA,6.849315068,0,-0.245861248,1,2500
204039,23/03/2012,125,1.334154571,24/10/2010,2,4,NULL,NA,6.849315068,0,0.137239965,1,2500
204046,23/03/2012,903,1.147794352,29/10/2010,2,3,16/11/2014,NA,2.652054795,1,0.14698347,1,968
204074,23/03/2012,860,0.950124537,07/12/2010,2,2,04/11/2015,NA,3.619178082,1,-0.043703231,1,1321
204193,23/03/2012,168,1.168091228,17/02/2011,2,4,05/05/2016,NA,4.120547945,1,0.127164105,1,1504
204207,23/03/2012,164,1.240087198,15/03/2011,2,4,23/06/2016,NA,4.254794521,1,0.026578751,1,1553
204221,23/03/2012,1355,1.187753121,31/03/2011,2,4,NULL,NA,6.849315068,0,0.050619392,1,2500
204263,23/03/2012,718,1.051412531,16/04/2011,2,3,01/11/2013,NA,1.610958904,1,0.088562335,1,588
204333,23/03/2012,1293,1.061182722,02/06/2011,2,3,06/06/2013,NA,1.205479452,1,-0.033591483,1,440
204347,23/03/2012,709,0.750147208,24/06/2011,2,1,NULL,NA,6.849315068,0,-0.221752693,1,2500
204354,23/03/2012,423,0.928822631,03/07/2011,2,1,17/09/2016,NA,4.490410959,1,-0.011985801,1,1639
204578,07/03/2013,873,1.13171131,01/12/2011,2,3,21/11/2013,NA,0.709589041,1,0.001723512,1,259
204676,07/03/2013,1391,1.016711116,03/03/2012,2,2,21/11/2013,NA,0.709589041,1,-0.018969169,1,259
204697,07/03/2013,1141,1.035885499,12/04/2012,2,2,17/08/2016,NA,3.449315068,1,-0.081873306,1,1259
204830,07/03/2013,625,1.437519567,23/06/2012,2,4,NULL,NA,6.849315068,0,0.113992757,1,2500
204858,07/03/2013,519,0.839561547,26/07/2012,2,1,14/08/2014,NA,1.438356164,1,-0.136305735,1,525
303095,16/03/2010,746,1.105828413,12/11/2008,2,3,03/05/2013,NA,3.134246575,1,0.073773108,1,1144
303151,16/03/2010,182,1.293955793,22/11/2008,2,4,17/07/2014,NA,4.339726027,1,0.007336055,1,1584
303221,16/03/2010,395,1.000295525,21/01/2009,2,2,04/11/2014,NA,4.64109589,1,-0.067955482,1,1694
303235,16/03/2010,1203,0.964215555,08/02/2009,2,2,20/11/2015,NA,5.684931507,1,0.062776089,1,2075
303249,16/03/2010,314,0.924699466,17/02/2009,2,1,27/05/2012,NA,2.2,1,-0.027259489,1,803
303256,16/03/2010,1303,1.002312255,20/02/2009,2,2,NULL,NA,6.849315068,0,-0.003741498,1,2500
303263,16/03/2010,590,1.023313396,26/02/2009,2,2,04/11/2014,NA,4.64109589,1,-0.02671736,1,1694
303277,16/03/2010,723,0.879514017,26/03/2009,2,1,09/06/2011,NA,1.232876712,1,-0.098255624,1,450
303291,16/03/2010,196,0.926425508,14/04/2009,2,1,08/04/2015,NA,5.065753425,1,-0.080349655,1,1849
303417,16/03/2010,284,0.882054133,15/06/2009,2,1,16/07/2012,NA,2.336986301,1,-0.113898717,1,853
303424,16/03/2010,1171,0.973117649,24/06/2009,2,2,25/04/2014,NA,4.112328767,1,-0.180400304,1,1501
303508,16/03/2010,207,1.072345957,14/08/2009,2,3,25/04/2014,NA,4.112328767,1,-0.089371831,1,1501
303522,16/03/2010,1403,0.762046032,02/09/2009,2,1,NULL,NA,6.849315068,0,-0.159727894,1,2500
303543,29/03/2011,644,1.041456952,12/10/2009,2,2,29/08/2013,NA,2.421917808,1,-0.053231953,1,884
303662,30/03/2011,509,1.10154842,19/12/2009,2,3,10/01/2014,NA,2.78630137,1,-0.055315267,1,1017
303669,28/03/2011,411,1.058586844,03/01/2010,2,3,06/08/2015,NA,4.361643836,1,-0.109835122,1,1592
303683,14/04/2011,550,0.984776752,12/01/2010,2,2,NULL,NA,6.849315068,0,-0.069168603,1,2500
303732,14/04/2011,885,1.105056875,06/02/2010,2,3,NULL,NA,6.849315068,0,0.017739421,1,2500
303746,14/04/2011,524,1.141407307,22/02/2010,2,3,07/07/2014,NA,3.232876712,1,0.029329111,1,1180
303753,14/04/2011,479,1.058954307,03/03/2010,2,3,04/04/2013,NA,1.975342466,1,-0.012123752,1,721
303767,14/04/2011,1109,0.895145368,29/03/2010,2,1,03/11/2015,NA,4.55890411,1,-0.136922752,1,1664
303816,14/04/2011,665,1.018895963,29/04/2010,2,2,NULL,NA,6.849315068,0,-0.060387314,1,2500
303837,14/04/2011,1143,1.441653511,20/05/2010,2,4,NULL,NA,6.849315068,0,0.138032332,1,2500
303844,14/04/2011,950,1.059520945,25/05/2010,2,3,NULL,NA,6.849315068,0,0.107927688,1,2500
303851,14/04/2011,111,1.176306401,28/05/2010,2,4,NULL,NA,6.849315068,0,0.035177724,1,2500
303872,14/04/2011,502,0.803056599,06/07/2010,2,1,16/11/2016,NA,5.597260274,1,-0.1709383,1,2043
303893,14/04/2011,1086,1.084071579,27/07/2010,2,3,NULL,NA,6.849315068,0,-0.009954194,1,2500
303928,14/04/2011,905,1.041397964,16/08/2010,3,2,NULL,NA,6.849315068,0,0.059640259,1,2500
303991,14/04/2011,1041,0.77492975,19/09/2010,2,1,15/04/2016,NA,5.008219178,1,-0.278677661,1,1828
304040,23/03/2012,966,1.013764867,24/10/2010,2,2,20/01/2016,NA,3.830136986,1,0.100353881,1,1398
304054,23/03/2012,493,1.147804502,04/11/2010,2,3,01/05/2013,NA,1.106849315,1,0.028247739,1,404
304208,23/03/2012,324,1.065524394,15/03/2011,2,3,16/05/2014,NA,2.147945205,1,0.04755008,1,784
304257,23/03/2012,1325,0.880639769,12/04/2011,2,1,07/09/2016,NA,4.463013699,1,-0.126750175,1,1629
304264,23/03/2012,1408,1.162629164,16/04/2011,2,3,NULL,NA,6.849315068,0,-0.001249435,1,2500
304271,23/03/2012,79,1.081779236,20/04/2011,2,3,01/06/2014,NA,2.191780822,1,0.054846324,1,800
304278,23/03/2012,364,0.998802272,30/04/2011,2,2,NULL,NA,6.849315068,0,0.029889159,1,2500
304285,23/03/2012,1136,1.24383811,11/05/2011,2,4,15/11/2013,NA,1.649315068,1,0.048221382,1,602
304348,23/03/2012,1157,1.117084023,27/06/2011,2,3,14/10/2013,NA,1.561643836,1,-0.065631618,1,570
304355,23/03/2012,1077,1.399327966,08/07/2011,2,4,08/01/2015,NA,2.797260274,1,0.121221233,1,1021
304404,23/03/2012,1003,1.174923599,09/08/2011,2,4,03/11/2014,NA,2.616438356,1,-0.014058966,1,955
304544,07/03/2013,1106,1.082831621,25/11/2011,2,3,21/11/2013,NA,0.709589041,1,-0.023926774,1,259
304593,07/03/2013,178,0.795427954,25/12/2011,2,1,18/04/2014,NA,1.115068493,1,-0.246483618,1,407
304614,07/03/2013,648,0.919692443,13/01/2012,2,1,14/08/2014,NA,1.438356164,1,-0.061287184,1,525
304838,07/03/2013,1328,0.95835869,02/07/2012,2,2,15/11/2013,NA,0.693150685,1,-0.021691123,1,253
304901,07/03/2013,940,0.737591047,13/08/2012,2,1,14/08/2014,NA,1.438356164,1,-0.216977919,1,525
304950,03/04/2014,311,1.082058487,11/01/2013,2,3,09/07/2014,NA,0.265753425,1,-0.072037254,1,97
304992,20/10/2013,1075,1.112327945,03/10/2012,2,3,21/10/2013,NA,0.002739726,1,-0.049754417,1,1
403159,16/03/2010,1356,0.983017577,05/12/2008,2,2,05/05/2016,NA,6.142465753,1,0.000983046,1,2242
403173,16/03/2010,1190,1.095665819,31/12/2008,2,3,04/10/2012,NA,2.556164384,1,-0.058307207,1,933
403215,16/03/2010,574,1.038754585,14/01/2009,2,2,15/11/2013,NA,3.671232877,1,0.007919961,1,1340
403264,16/03/2010,1026,0.965647262,03/03/2009,2,2,27/06/2014,NA,4.284931507,1,-0.047358633,1,1564
403383,16/03/2010,959,0.897017566,10/05/2009,2,1,09/06/2011,NA,1.232876712,1,-0.060766265,1,450
403425,16/03/2010,934,0.902005296,27/06/2009,2,1,NULL,NA,6.849315068,0,-0.086500566,1,2500
403432,16/03/2010,1345,0.91933296,08/07/2009,2,1,NULL,NA,6.849315068,0,-0.097939026,1,2500
403516,16/03/2010,219,1.36930876,25/08/2009,2,4,11/08/2015,NA,5.408219178,1,0.174501221,1,1974
403537,28/03/2011,854,1.028319077,05/10/2009,2,2,10/07/2014,NA,3.287671233,1,-0.031165458,1,1200
403544,28/03/2011,1238,0.957451652,13/10/2009,2,2,30/07/2011,NA,0.339726027,1,-0.042112954,1,124
403593,28/03/2011,268,1.15456459,29/11/2009,2,3,NULL,NA,6.849315068,0,0.004798869,1,2500
403656,28/03/2011,376,1.199029755,09/12/2009,2,4,11/08/2016,NA,5.378082192,1,0.109579929,1,1963
403677,28/03/2011,912,1.08297437,09/01/2010,2,3,NULL,NA,6.849315068,0,0.027383397,1,2500
403733,14/04/2011,518,1.02148716,07/02/2010,2,2,03/04/2014,NA,2.97260274,1,-0.098888951,1,1085
403740,14/04/2011,340,0.881828083,13/02/2010,2,1,25/04/2014,NA,3.032876712,1,0.015221396,1,1107
403803,14/04/2011,1145,1.060872082,07/04/2010,2,3,29/06/2016,NA,5.21369863,1,0.040243522,1,1903
403831,14/04/2011,930,1.216538302,12/05/2010,2,4,20/01/2016,NA,4.77260274,1,0.039449735,1,1742
403866,14/04/2011,849,1.285835584,27/06/2010,2,4,25/11/2014,NA,3.619178082,1,0.039770259,1,1321
403887,14/04/2011,1094,1.442040303,22/07/2010,2,4,NULL,NA,6.849315068,0,0.138645397,1,2500
403894,14/04/2011,400,0.924812042,27/07/2010,2,1,NULL,NA,6.849315068,0,-0.015655653,1,2500
403929,14/04/2011,599,0.809034663,19/08/2010,2,1,25/04/2014,NA,3.032876712,1,-0.158375752,1,1107
403936,14/04/2011,777,0.970583667,31/08/2010,2,2,NULL,NA,6.849315068,0,-0.0373417,1,2500
403943,14/04/2011,1005,1.178635009,03/09/2010,2,4,NULL,NA,6.849315068,0,0.058875378,1,2500
403978,14/04/2011,1064,1.073341743,09/09/2010,2,3,NULL,NA,6.849315068,0,0.018394978,1,2500
404055,23/03/2012,1183,1.201331318,05/11/2010,2,4,14/08/2014,NA,2.394520548,1,-0.022965815,1,874
404069,23/03/2012,1389,0.998935374,25/11/2010,2,2,11/08/2016,NA,4.389041096,1,-0.027989864,1,1602
404111,23/03/2012,588,1.022059694,13/12/2010,2,2,03/11/2015,NA,3.616438356,1,-0.034625185,1,1320
404125,23/03/2012,82,0.804250659,03/01/2011,2,1,04/04/2013,NA,1.032876712,1,-0.163813551,1,377
404132,23/03/2012,1168,0.871043152,07/01/2011,2,1,01/05/2015,NA,3.106849315,1,-0.168253457,1,1134
404188,23/03/2012,643,0.692614839,14/02/2011,2,1,NULL,NA,6.849315068,0,-0.167800404,1,2500
404216,23/03/2012,1076,1.382508362,24/03/2011,2,4,NULL,NA,6.849315068,0,0.074374932,1,2500
404251,23/03/2012,256,1.066238892,07/04/2011,2,3,24/01/2013,NA,0.84109589,1,-0.080808516,1,307
404265,23/03/2012,126,0.875263923,17/04/2011,2,1,24/01/2013,NA,0.84109589,1,-0.042502391,1,307
404356,23/03/2012,762,1.089739579,09/07/2011,2,3,NULL,NA,6.849315068,0,-0.062620589,1,2500
404370,23/03/2012,1072,1.248837576,20/07/2011,2,4,03/10/2016,NA,4.534246575,1,-0.005544861,1,1655
404405,23/03/2012,819,1.096421211,10/08/2011,2,3,NULL,NA,6.849315068,0,-0.023994222,1,2500
404461,07/03/2013,375,0.765979731,10/09/2011,2,1,25/04/2014,NA,1.134246575,1,-0.234678292,1,414
404587,07/03/2013,1033,1.084233091,16/12/2011,2,3,16/02/2015,NA,1.947945205,1,-0.023709752,1,711
404811,07/03/2013,255,1.105109727,04/06/2012,2,3,07/03/2014,NA,1,1,-0.010000271,1,365
404860,07/03/2013,468,0.830152646,27/07/2012,2,1,04/11/2014,NA,1.663013699,1,-0.113781347,1,607
404909,07/03/2013,989,1.136356415,20/08/2012,2,3,08/04/2015,NA,2.087671233,1,-0.045464898,1,762
503167,16/03/2010,1347,0.89446996,19/12/2008,2,1,26/05/2011,NA,1.194520548,1,-0.149698433,1,436
503202,16/03/2010,1287,0.915342806,02/01/2009,2,1,30/08/2013,NA,3.460273973,1,-0.025565667,1,1263
503223,16/03/2010,1103,1.399502709,22/01/2009,2,4,16/05/2014,NA,4.169863014,1,-0.028148572,1,1522
503230,16/03/2010,1038,1.313274044,03/02/2009,2,4,NULL,NA,6.849315068,0,-0.078307231,1,2500
503244,16/03/2010,947,1.324138496,15/02/2009,2,4,17/07/2014,NA,4.339726027,1,0.0578529,1,1584
503258,16/03/2010,1261,1.278971308,22/02/2009,2,4,08/01/2015,NA,4.819178082,1,0.102801409,1,1759
503286,16/03/2010,979,0.912069365,11/04/2009,2,1,17/03/2015,NA,5.005479452,1,-0.148397802,1,1827
503440,16/03/2010,531,0.746548389,18/07/2009,2,1,31/08/2015,NA,5.463013699,1,-0.165830597,1,1994
503503,16/03/2010,349,1.147296507,07/08/2009,2,3,17/08/2016,NA,6.42739726,1,0.052247943,1,2346
503517,16/03/2010,1378,1.052376564,27/08/2009,2,3,11/08/2016,NA,6.410958904,1,0.045779476,1,2340
503594,28/03/2011,1046,1.196063764,03/12/2009,2,4,19/02/2015,NA,3.901369863,1,-0.090587954,1,1424
503657,30/03/2011,361,1.179828511,09/12/2009,2,4,24/05/2014,NA,3.153424658,1,0.022974836,1,1151
503678,14/04/2011,269,1.024503475,10/01/2010,2,2,01/05/2015,NA,4.049315068,1,-0.04254087,1,1478
