recodedId,sampleDate,ExtractionID,QC_RTL,DOB,TEL_sampleNO,CULL_DATE,CutoffDate,Survival,Time_Months,Time_Years,Event,residRTL_plateRow,AGE_Y
9477,20/10/2008,459,0.986416193,16/10/2008,1,25/04/2014,01/01/2017,2017,66.13114754,5.526027397,1,-0.026527292,0
9477,16/03/2010,456,0.884221514,16/10/2008,2,25/04/2014,01/01/2017,2017,66.13114754,5.526027397,1,-0.051917422,1
9477,09/03/2011,429,0.862238565,16/10/2008,3,25/04/2014,01/01/2017,2017,66.13114754,5.526027397,1,-0.066101739,2
2269,26/10/2010,329,1.142219044,29/10/2008,3,22/07/2016,01/01/2017,2823,92.55737705,7.734246575,1,0.007936839,2
2269,24/03/2011,130,1.038883961,29/10/2008,4,22/07/2016,01/01/2017,2823,92.55737705,7.734246575,1,-0.074053224,2
2269,16/03/2010,1210,1.266952941,29/10/2008,2,22/07/2016,01/01/2017,2823,92.55737705,7.734246575,1,0.121725659,1
2269,22/02/2012,252,1.257777466,29/10/2008,5,22/07/2016,01/01/2017,2823,92.55737705,7.734246575,1,0.056850054,3
2269,22/02/2012,252,1.257777466,29/10/2008,5,22/07/2016,01/01/2017,2823,92.55737705,7.734246575,1,0.056850054,4
2269,16/10/2013,1205,1.423943961,29/10/2008,7,22/07/2016,01/01/2017,2823,92.55737705,7.734246575,1,0.154560734,5
2269,03/11/2008,1059,1.342424993,29/10/2008,1,NULL,01/01/2017,2986,97.90163934,8.180821918,0,0.026720167,0
966,16/02/2012,1200,1.123490676,02/01/2009,4,23/02/2012,01/01/2017,1147,37.60655738,3.142465753,1,-0.081430427,3
966,12/01/2009,1302,0.973016167,02/01/2009,1,23/02/2012,01/01/2017,1147,37.60655738,3.142465753,1,-0.09682999,0
966,16/02/2012,1200,1.123490676,02/01/2009,4,23/02/2012,01/01/2017,1147,37.60655738,3.142465753,1,-0.081430427,4
966,02/03/2011,113,1.254672906,02/01/2009,3,23/02/2012,01/01/2017,1147,37.60655738,3.142465753,1,0.083322059,2
966,16/03/2010,821,1.539949126,02/01/2009,2,23/02/2012,01/01/2017,1147,37.60655738,3.142465753,1,0.26021213,1
6365,09/03/2011,654,0.853304409,08/02/2009,3,15/04/2016,01/01/2017,2623,86,7.18630137,1,-0.140942079,2
6365,16/03/2010,511,1.057177106,08/02/2009,2,15/04/2016,01/01/2017,2623,86,7.18630137,1,0.117570565,1
6365,09/02/2009,1135,1.333481872,08/02/2009,1,15/04/2016,01/01/2017,2623,86,7.18630137,1,0.156542074,0
6365,28/05/2014,802,0.989470779,08/02/2009,5,15/04/2016,01/01/2017,2623,86,7.18630137,1,-0.046985418,5
1178,20/02/2009,946,1.305019533,12/02/2009,1,NULL,01/01/2017,2880,94.42622951,7.890410959,0,0.207657736,0
1178,25/03/2011,1353,1.017856739,12/02/2009,3,NULL,01/01/2017,2880,94.42622951,7.890410959,0,0.019430654,2
1178,22/02/2012,871,1.094413134,12/02/2009,4,NULL,01/01/2017,2880,94.42622951,7.890410959,0,-0.004741915,4
1178,16/03/2010,674,1.281397964,12/02/2009,2,NULL,01/01/2017,2880,94.42622951,7.890410959,0,0.203711797,1
1178,22/02/2012,871,1.094413134,12/02/2009,4,NULL,01/01/2017,2880,94.42622951,7.890410959,0,-0.004741915,3
7908,24/03/2011,813,0.989669397,05/04/2009,3,01/11/2016,01/01/2017,2767,90.72131148,7.580821918,1,-0.091119941,2
7908,21/02/2012,1331,0.964881689,05/04/2009,4,01/11/2016,01/01/2017,2767,90.72131148,7.580821918,1,-0.089983579,3
7908,14/05/2014,1144,1.386332986,05/04/2009,6,01/11/2016,01/01/2017,2767,90.72131148,7.580821918,1,0.172951745,5
7908,16/03/2010,1413,0.975999769,05/04/2009,2,01/11/2016,01/01/2017,2767,90.72131148,7.580821918,1,-0.052391402,1
7908,09/04/2009,820,1.223946676,05/04/2009,1,NULL,01/01/2017,2828,92.72131148,7.747945205,0,0.075613455,0
7908,21/02/2012,1331,0.964881689,05/04/2009,4,01/11/2016,01/01/2017,2767,90.72131148,7.580821918,1,-0.089983579,4
6696,16/03/2010,705,1.0047121,14/04/2009,2,24/01/2013,01/01/2017,1381,45.27868852,3.783561644,1,-0.046544655,1
6696,21/04/2009,922,0.999222393,14/04/2009,1,24/01/2013,01/01/2017,1381,45.27868852,3.783561644,1,-0.034363287,0
6696,16/02/2012,1213,1.097783047,14/04/2009,4,24/01/2013,01/01/2017,1381,45.27868852,3.783561644,1,-0.027490471,3
6696,28/03/2011,548,1.123428056,14/04/2009,3,24/01/2013,01/01/2017,1381,45.27868852,3.783561644,1,0.08339636,2
6696,16/02/2012,1213,1.097783047,14/04/2009,4,24/01/2013,01/01/2017,1381,45.27868852,3.783561644,1,-0.027490471,4
5894,16/02/2012,214,0.991095506,05/05/2009,4,05/01/2013,01/01/2017,1341,43.96721311,3.673972603,1,-0.011251447,3
5894,29/03/2011,449,0.939419061,05/05/2009,3,05/01/2013,01/01/2017,1341,43.96721311,3.673972603,1,-0.10614573,2
5894,08/05/2009,900,1.130947635,05/05/2009,1,05/01/2013,01/01/2017,1341,43.96721311,3.673972603,1,0.065646084,0
5894,16/02/2012,214,0.991095506,05/05/2009,4,05/01/2013,01/01/2017,1341,43.96721311,3.673972603,1,-0.011251447,4
5894,16/03/2010,1284,1.041785754,05/05/2009,2,05/01/2013,01/01/2017,1341,43.96721311,3.673972603,1,0.009766234,1
289,01/06/2009,1087,1.726690329,28/05/2009,1,09/06/2011,01/01/2017,742,24.32786885,2.032876712,1,0.284807389,0
289,16/03/2010,999,0.954061204,28/05/2009,2,09/06/2011,01/01/2017,742,24.32786885,2.032876712,1,-0.165726146,1
10259,28/03/2011,377,1.212858589,04/06/2009,3,25/04/2014,01/01/2017,1786,58.55737705,4.893150685,1,0.105664848,2
10259,22/02/2012,225,0.923541625,04/06/2009,4,25/04/2014,01/01/2017,1786,58.55737705,4.893150685,1,-0.0010807,4
10259,22/02/2012,225,0.923541625,04/06/2009,4,25/04/2014,01/01/2017,1786,58.55737705,4.893150685,1,-0.0010807,3
10259,23/04/2014,254,1.000142998,04/06/2009,7,25/04/2014,01/01/2017,1786,58.55737705,4.893150685,1,0.012788818,5
10259,08/06/2009,160,1.053348267,04/06/2009,1,25/04/2014,01/01/2017,1786,58.55737705,4.893150685,1,0.050529467,0
10259,16/03/2010,1342,0.887475458,04/06/2009,2,25/04/2014,01/01/2017,1786,58.55737705,4.893150685,1,-0.120148593,1
2380,29/06/2009,727,1.132904938,24/06/2009,1,13/04/2011,01/01/2017,658,21.57377049,1.802739726,1,0.026484808,0
2380,28/03/2011,568,1.278984093,24/06/2009,3,13/04/2011,01/01/2017,658,21.57377049,1.802739726,1,0.16282573,2
2380,16/03/2010,235,1.025763019,24/06/2009,2,13/04/2011,01/01/2017,658,21.57377049,1.802739726,1,-0.070295955,1
7645,22/02/2012,337,0.913120182,04/07/2009,4,NULL,01/01/2017,2738,89.7704918,7.501369863,0,-0.116732463,3
7645,13/07/2009,725,1.128716696,04/07/2009,1,NULL,01/01/2017,2738,89.7704918,7.501369863,0,0.00695986,0
7645,16/03/2010,1020,1.250900654,04/07/2009,2,NULL,01/01/2017,2738,89.7704918,7.501369863,0,0.109399733,1
7645,22/02/2012,337,0.913120182,04/07/2009,4,NULL,01/01/2017,2738,89.7704918,7.501369863,0,-0.116732463,4
7645,28/03/2011,863,1.154225371,04/07/2009,3,NULL,01/01/2017,2738,89.7704918,7.501369863,0,0.094549007,2
7645,14/05/2014,1163,1.188313209,04/07/2009,6,NULL,01/01/2017,2738,89.7704918,7.501369863,0,0.113005033,5
25,20/02/2012,901,0.843234265,14/07/2009,2,06/08/2015,01/01/2017,2214,72.59016393,6.065753425,1,-0.158858919,3
25,20/02/2012,901,0.843234265,14/07/2009,2,06/08/2015,01/01/2017,2214,72.59016393,6.065753425,1,-0.158858919,4
25,16/05/2014,304,1.037209702,14/07/2009,4,06/08/2015,01/01/2017,2214,72.59016393,6.065753425,1,0.045007098,5
25,16/07/2009,809,0.941479199,14/07/2009,1,06/08/2015,01/01/2017,2214,72.59016393,6.065753425,1,0.021538364,0
8896,31/08/2009,1193,1.349067335,25/08/2009,1,01/05/2015,01/01/2017,2075,68.03278689,5.684931507,1,0.161929425,0
8896,13/05/2014,335,1.221827532,25/08/2009,6,01/05/2015,01/01/2017,2075,68.03278689,5.684931507,1,0.082418779,5
8896,16/02/2012,1078,1.483383956,25/08/2009,4,01/05/2015,01/01/2017,2075,68.03278689,5.684931507,1,0.083524279,2
8896,28/03/2011,948,1.0567059,25/08/2009,3,01/05/2015,01/01/2017,2075,68.03278689,5.684931507,1,-0.087657413,2
8896,16/03/2010,430,1.027159354,25/08/2009,2,01/05/2015,01/01/2017,2075,68.03278689,5.684931507,1,-0.089418596,1
525,10/09/2009,987,1.489805615,01/09/2009,1,30/09/2011,01/01/2017,759,24.8852459,2.079452055,1,0.229034176,0
525,16/03/2010,318,1.058120741,01/09/2009,2,30/09/2011,01/01/2017,759,24.8852459,2.079452055,1,-0.084541311,1
525,28/03/2011,184,1.29918867,01/09/2009,3,30/09/2011,01/01/2017,759,24.8852459,2.079452055,1,0.100968949,2
7743,01/10/2009,765,1.005737376,28/09/2009,1,15/03/2015,01/01/2017,1994,65.37704918,5.463013699,1,-0.063350102,0
7743,30/03/2011,1257,1.13052266,28/09/2009,2,15/03/2015,01/01/2017,1994,65.37704918,5.463013699,1,-0.002201186,2
7743,11/03/2013,710,1.156591298,28/09/2009,4,15/03/2015,01/01/2017,1994,65.37704918,5.463013699,1,-0.021682373,4
7743,02/06/2014,682,1.405515521,28/09/2009,5,15/03/2015,01/01/2017,1994,65.37704918,5.463013699,1,0.11709918,5
7743,11/03/2013,710,1.156591298,28/09/2009,4,15/03/2015,01/01/2017,1994,65.37704918,5.463013699,1,-0.021682373,3
7743,27/02/2012,791,1.321939946,28/09/2009,3,15/03/2015,01/01/2017,1994,65.37704918,5.463013699,1,0.181484978,2
3386,16/02/2012,1272,1.132220374,25/10/2009,3,20/04/2014,01/01/2017,1638,53.70491803,4.487671233,1,-0.007781213,2
3386,25/02/2013,1070,1.52042459,25/10/2009,4,20/04/2014,01/01/2017,1638,53.70491803,4.487671233,1,0.100889852,4
3386,30/03/2011,1393,1.094264396,25/10/2009,2,20/04/2014,01/01/2017,1638,53.70491803,4.487671233,1,-0.039415423,1
3386,06/11/2009,640,1.227149686,25/10/2009,1,20/04/2014,01/01/2017,1638,53.70491803,4.487671233,1,0.07516816,0
3386,25/02/2013,1070,1.52042459,25/10/2009,4,20/04/2014,01/01/2017,1638,53.70491803,4.487671233,1,0.100889852,3
7441,14/04/2011,1380,1.052739352,14/11/2009,2,03/11/2014,01/01/2017,1815,59.50819672,4.97260274,1,0.007271559,1
7441,27/02/2012,804,1.241589106,14/11/2009,3,03/11/2014,01/01/2017,1815,59.50819672,4.97260274,1,0.101734459,2
7441,11/03/2013,341,1.042532951,14/11/2009,4,03/11/2014,01/01/2017,1815,59.50819672,4.97260274,1,-0.01642864,4
7441,17/11/2009,1004,1.234084819,14/11/2009,1,03/11/2014,01/01/2017,1815,59.50819672,4.97260274,1,0.059540763,0
7441,11/03/2013,341,1.042532951,14/11/2009,4,03/11/2014,01/01/2017,1815,59.50819672,4.97260274,1,-0.01642864,3
7441,02/06/2014,1014,0.996113979,14/11/2009,5,03/11/2014,01/01/2017,1815,59.50819672,4.97260274,1,-0.078516483,5
7487,28/03/2011,307,1.198293338,04/11/2009,2,19/12/2011,01/01/2017,775,25.40983607,2.123287671,1,0.070811072,1
7487,17/12/2011,902,0.958298462,04/11/2009,3,19/12/2011,01/01/2017,775,25.40983607,2.123287671,1,-0.159918583,2
7487,09/11/2009,1369,1.276423564,04/11/2009,1,19/12/2011,01/01/2017,775,25.40983607,2.123287671,1,0.223431154,0
7060,20/02/2012,612,1.035068371,19/12/2009,3,13/09/2013,01/01/2017,1364,44.72131148,3.736986301,1,-0.076305011,2
7060,22/02/2013,1254,1.200794223,19/12/2009,4,13/09/2013,01/01/2017,1364,44.72131148,3.736986301,1,0.087526854,3
7060,22/02/2013,1254,1.200794223,19/12/2009,4,13/09/2013,01/01/2017,1364,44.72131148,3.736986301,1,0.087526854,4
7060,28/03/2011,1039,1.269985914,19/12/2009,2,13/09/2013,01/01/2017,1364,44.72131148,3.736986301,1,-0.085484939,1
7060,23/12/2009,1065,1.621826073,19/12/2009,1,13/09/2013,01/01/2017,1364,44.72131148,3.736986301,1,0.21520743,0
5050,21/02/2013,629,1.369789916,31/12/2009,4,NULL,01/01/2017,2558,83.86885246,7.008219178,0,0.123674544,4
5050,30/03/2011,338,1.187403994,31/12/2009,2,NULL,01/01/2017,2558,83.86885246,7.008219178,0,-0.078743992,1
5050,21/02/2013,629,1.369789916,31/12/2009,4,NULL,01/01/2017,2558,83.86885246,7.008219178,0,0.123674544,3
5050,08/01/2010,305,1.262667601,31/12/2009,1,NULL,01/01/2017,2558,83.86885246,7.008219178,0,0.162250454,0
5050,20/02/2012,1313,1.128909395,31/12/2009,3,NULL,01/01/2017,2558,83.86885246,7.008219178,0,-0.056233703,2
8716,11/03/2013,882,1.072972315,16/01/2010,3,03/10/2016,01/01/2017,2452,80.39344262,6.717808219,1,-0.071999708,3
8716,11/03/2013,882,1.072972315,16/01/2010,3,03/10/2016,01/01/2017,2452,80.39344262,6.717808219,1,-0.071999708,4
8716,14/04/2011,289,1.058641951,16/01/2010,2,03/10/2016,01/01/2017,2452,80.39344262,6.717808219,1,-0.050374969,1
8716,18/01/2010,1402,1.195866879,16/01/2010,1,NULL,01/01/2017,2542,83.3442623,6.964383562,0,0.07152117,0
5756,21/02/2013,243,1.041109128,21/02/2010,4,14/06/2013,01/01/2017,1209,39.63934426,3.312328767,1,-0.017420755,3
5756,21/02/2013,243,1.041109128,21/02/2010,4,14/06/2013,01/01/2017,1209,39.63934426,3.312328767,1,-0.017420755,4
5756,14/04/2011,461,1.041621813,21/02/2010,2,14/06/2013,01/01/2017,1209,39.63934426,3.312328767,1,-0.020390325,1
5756,26/02/2010,431,0.953721951,21/02/2010,1,14/06/2013,01/01/2017,1209,39.63934426,3.312328767,1,-0.061911271,0
5756,21/02/2012,154,1.200519933,21/02/2010,3,14/06/2013,01/01/2017,1209,39.63934426,3.312328767,1,0.108993665,2
4718,15/03/2010,675,1.210823003,11/03/2010,1,02/04/2015,01/01/2017,1848,60.59016393,5.063013699,1,0.1628481,0
4718,14/04/2011,847,1.108942616,11/03/2010,2,02/04/2015,01/01/2017,1848,60.59016393,5.063013699,1,0.044605131,1
4718,03/04/2013,1307,1.116095904,11/03/2010,4,02/04/2015,01/01/2017,1848,60.59016393,5.063013699,1,0.090794121,4
4718,03/04/2013,1307,1.116095904,11/03/2010,4,02/04/2015,01/01/2017,1848,60.59016393,5.063013699,1,0.090794121,3
4718,21/02/2012,495,0.749232947,11/03/2010,3,02/04/2015,01/01/2017,1848,60.59016393,5.063013699,1,-0.237236272,2
270,14/04/2011,761,1.043005597,05/04/2010,2,16/07/2012,01/01/2017,833,27.31147541,2.282191781,1,-0.018595931,1
270,23/02/2012,957,0.970173943,05/04/2010,3,16/07/2012,01/01/2017,833,27.31147541,2.282191781,1,0.03252764,2
270,08/04/2010,195,0.926345015,05/04/2010,1,16/07/2012,01/01/2017,833,27.31147541,2.282191781,1,-0.026920907,0
7868,27/03/2012,601,0.992897109,22/06/2010,3,NULL,01/01/2017,2385,78.19672131,6.534246575,0,-0.052308421,2
7868,28/06/2010,120,1.065336458,22/06/2010,1,NULL,01/01/2017,2385,78.19672131,6.534246575,0,0.072240412,0
7868,22/02/2013,958,0.900040298,22/06/2010,4,NULL,01/01/2017,2385,78.19672131,6.534246575,0,-0.063914903,3
7868,22/02/2013,958,0.900040298,22/06/2010,4,NULL,01/01/2017,2385,78.19672131,6.534246575,0,-0.063914903,4
7868,14/04/2011,1354,0.933312009,22/06/2010,2,NULL,01/01/2017,2385,78.19672131,6.534246575,0,-0.033136012,1
6140,02/08/2010,929,0.989939175,27/07/2010,1,06/06/2013,01/01/2017,1045,34.26229508,2.863013699,1,0.000312515,0
6140,21/02/2013,274,1.033344497,27/07/2010,3,06/06/2013,01/01/2017,1045,34.26229508,2.863013699,1,0.129635524,3
6140,14/04/2011,1349,0.753579169,27/07/2010,2,06/06/2013,01/01/2017,1045,34.26229508,2.863013699,1,-0.232286481,1
6140,21/02/2013,274,1.033344497,27/07/2010,3,06/06/2013,01/01/2017,1045,34.26229508,2.863013699,1,0.129635524,4
5939,05/08/2010,983,0.800210358,31/07/2010,1,14/01/2014,01/01/2017,1263,41.40983607,3.460273973,1,-0.012314518,0
5939,29/02/2012,357,0.734854889,31/07/2010,3,14/01/2014,01/01/2017,1263,41.40983607,3.460273973,1,-0.100995684,2
5939,14/04/2011,1028,0.951186703,31/07/2010,2,14/01/2014,01/01/2017,1263,41.40983607,3.460273973,1,-0.095240862,1
5939,25/02/2013,1130,0.702023079,31/07/2010,4,14/01/2014,01/01/2017,1263,41.40983607,3.460273973,1,-0.249798356,3
5939,14/01/2014,541,0.851942864,31/07/2010,5,14/01/2014,01/01/2017,1263,41.40983607,3.460273973,1,-0.007235806,3
5939,14/01/2014,541,0.851942864,31/07/2010,5,14/01/2014,01/01/2017,1263,41.40983607,3.460273973,1,-0.007235806,4
5939,25/02/2013,1130,0.702023079,31/07/2010,4,14/01/2014,01/01/2017,1263,41.40983607,3.460273973,1,-0.249798356,4
10125,25/02/2013,344,0.780431792,15/08/2010,3,11/08/2015,01/01/2017,1822,59.73770492,4.991780822,1,-0.118950866,4
10125,14/04/2011,156,0.827446714,15/08/2010,2,11/08/2015,01/01/2017,1822,59.73770492,4.991780822,1,-0.084143802,1
10125,17/08/2010,1148,1.142658971,15/08/2010,1,11/08/2015,01/01/2017,1822,59.73770492,4.991780822,1,0.181095396,0
10125,25/02/2013,344,0.780431792,15/08/2010,3,11/08/2015,01/01/2017,1822,59.73770492,4.991780822,1,-0.118950866,3
3034,27/02/2013,870,0.963773941,17/09/2010,4,22/04/2013,01/01/2017,948,31.08196721,2.597260274,1,-0.104825819,2
3034,14/04/2011,1167,0.996560367,17/09/2010,2,22/04/2013,01/01/2017,948,31.08196721,2.597260274,1,-0.089819399,1
3034,21/09/2010,549,1.172233363,17/09/2010,1,22/04/2013,01/01/2017,948,31.08196721,2.597260274,1,0.161809706,0
3034,23/03/2012,822,1.052175433,17/09/2010,3,22/04/2013,01/01/2017,948,31.08196721,2.597260274,1,-0.012690479,2
318,21/02/2013,661,1.01939394,12/10/2010,3,NULL,01/01/2017,2273,74.52459016,6.22739726,0,0.007092622,2
318,15/10/2010,1104,1.239390357,12/10/2010,1,NULL,01/01/2017,2273,74.52459016,6.22739726,0,0.099287271,0
318,23/03/2012,706,0.748634138,12/10/2010,2,NULL,01/01/2017,2273,74.52459016,6.22739726,0,-0.245861248,1
7522,29/10/2010,1021,1.331202099,24/10/2010,1,NULL,01/01/2017,2261,74.13114754,6.194520548,0,0.255441238,0
7522,23/03/2012,125,1.334154571,24/10/2010,2,NULL,01/01/2017,2261,74.13114754,6.194520548,0,0.137239965,1
7522,22/02/2013,895,0.995614264,24/10/2010,3,NULL,01/01/2017,2261,74.13114754,6.194520548,0,-0.119246369,2
3006,23/03/2012,903,1.147794352,29/10/2010,2,16/11/2014,01/01/2017,1479,48.49180328,4.052054795,1,0.14698347,1
3006,05/11/2010,264,1.215535595,29/10/2010,1,16/11/2014,01/01/2017,1479,48.49180328,4.052054795,1,0.153554872,0
3006,22/02/2013,883,0.762145449,29/10/2010,3,16/11/2014,01/01/2017,1479,48.49180328,4.052054795,1,-0.196663662,2
10177,15/05/2014,408,0.987396633,07/12/2010,4,04/11/2015,01/01/2017,1793,58.78688525,4.912328767,1,0.039241346,4
10177,23/03/2012,860,0.950124537,07/12/2010,2,04/11/2015,01/01/2017,1793,58.78688525,4.912328767,1,-0.043703231,1
10177,15/05/2014,408,0.987396633,07/12/2010,4,04/11/2015,01/01/2017,1793,58.78688525,4.912328767,1,0.039241346,3
10177,03/04/2013,1401,0.83945055,07/12/2010,3,04/11/2015,01/01/2017,1793,58.78688525,4.912328767,1,-0.174798428,2
10177,10/12/2010,1194,1.024741157,07/12/2010,1,04/11/2015,01/01/2017,1793,58.78688525,4.912328767,1,0.062893644,0
10010,23/03/2012,168,1.168091228,17/02/2011,2,05/05/2016,01/01/2017,1904,62.42622951,5.216438356,1,0.127164105,1
10010,16/05/2014,516,1.023222597,17/02/2011,4,05/05/2016,01/01/2017,1904,62.42622951,5.216438356,1,-0.067568809,4
10010,22/02/2011,891,1.213365753,17/02/2011,1,05/05/2016,01/01/2017,1904,62.42622951,5.216438356,1,0.142041377,0
10010,16/05/2014,516,1.023222597,17/02/2011,4,05/05/2016,01/01/2017,1904,62.42622951,5.216438356,1,-0.067568809,3
10010,21/02/2013,748,0.853936698,17/02/2011,3,05/05/2016,01/01/2017,1904,62.42622951,5.216438356,1,-0.206804588,2
7062,15/05/2014,136,1.058304076,15/03/2011,4,23/06/2016,01/01/2017,1927,63.18032787,5.279452055,1,-0.034276404,3
7062,27/02/2013,1214,0.889307518,15/03/2011,3,23/06/2016,01/01/2017,1927,63.18032787,5.279452055,1,-0.116477596,2
7062,23/03/2012,164,1.240087198,15/03/2011,2,23/06/2016,01/01/2017,1927,63.18032787,5.279452055,1,0.026578751,1
7062,22/03/2011,309,1.285254885,15/03/2011,1,NULL,01/01/2017,2119,69.47540984,5.805479452,0,0.199768757,0
7062,15/05/2014,136,1.058304076,15/03/2011,4,23/06/2016,01/01/2017,1927,63.18032787,5.279452055,1,-0.034276404,4
9268,23/03/2012,1355,1.187753121,31/03/2011,2,NULL,01/01/2017,2103,68.95081967,5.761643836,0,0.050619392,1
9268,12/05/2014,1266,1.352537233,31/03/2011,4,NULL,01/01/2017,2103,68.95081967,5.761643836,0,0.175899217,3
9268,12/05/2014,1266,1.352537233,31/03/2011,4,NULL,01/01/2017,2103,68.95081967,5.761643836,0,0.175899217,4
9268,07/03/2013,1208,1.164726745,31/03/2011,3,NULL,01/01/2017,2103,68.95081967,5.761643836,0,0.021444233,2
9268,05/04/2011,970,1.022652547,31/03/2011,1,NULL,01/01/2017,2103,68.95081967,5.761643836,0,-0.077590115,0
9220,15/04/2013,961,0.807567182,16/04/2011,3,01/11/2013,01/01/2017,930,30.49180328,2.547945205,1,-0.137924088,2
9220,01/11/2013,1047,1.150294292,16/04/2011,4,01/11/2013,01/01/2017,930,30.49180328,2.547945205,1,-0.036145682,4
9220,23/03/2012,718,1.051412531,16/04/2011,2,01/11/2013,01/01/2017,930,30.49180328,2.547945205,1,0.088562335,1
9220,01/11/2013,1047,1.150294292,16/04/2011,4,01/11/2013,01/01/2017,930,30.49180328,2.547945205,1,-0.036145682,3
9220,20/04/2011,402,1.007386956,16/04/2011,1,01/11/2013,01/01/2017,930,30.49180328,2.547945205,1,-0.053980171,0
4609,15/04/2013,480,1.084156816,02/06/2011,3,06/06/2013,01/01/2017,735,24.09836066,2.01369863,1,0.0593256,2
4609,23/03/2012,1293,1.061182722,02/06/2011,2,06/06/2013,01/01/2017,735,24.09836066,2.01369863,1,-0.033591483,1
4609,13/06/2011,975,0.934248916,02/06/2011,1,06/06/2013,01/01/2017,735,24.09836066,2.01369863,1,-0.076731703,0
6776,14/05/2014,241,0.922598984,24/06/2011,4,NULL,01/01/2017,2018,66.16393443,5.528767123,0,-0.150151217,4
6776,23/03/2012,709,0.750147208,24/06/2011,2,NULL,01/01/2017,2018,66.16393443,5.528767123,0,-0.221752693,1
6776,14/05/2014,241,0.922598984,24/06/2011,4,NULL,01/01/2017,2018,66.16393443,5.528767123,0,-0.150151217,3
6776,07/03/2013,1376,1.288828803,24/06/2011,3,NULL,01/01/2017,2018,66.16393443,5.528767123,0,0.190239041,2
6776,27/06/2011,396,1.023888853,24/06/2011,1,NULL,01/01/2017,2018,66.16393443,5.528767123,0,0.107252706,0
202,08/07/2011,1061,1.321960298,03/07/2011,1,NULL,01/01/2017,2009,65.86885246,5.504109589,0,0.059136474,0
202,15/05/2014,1202,0.839334204,03/07/2011,4,17/09/2016,01/01/2017,1903,62.39344262,5.21369863,1,-0.180294576,3
202,07/03/2013,981,1.039138868,03/07/2011,3,17/09/2016,01/01/2017,1903,62.39344262,5.21369863,1,-0.001990811,2
202,15/05/2014,1202,0.839334204,03/07/2011,4,17/09/2016,01/01/2017,1903,62.39344262,5.21369863,1,-0.180294576,4
202,23/03/2012,423,0.928822631,03/07/2011,2,17/09/2016,01/01/2017,1903,62.39344262,5.21369863,1,-0.011985801,1
4118,06/12/2011,93,0.827725116,01/12/2011,1,21/11/2013,01/01/2017,721,23.63934426,1.975342466,1,-0.095805327,0
4118,07/03/2013,873,1.13171131,01/12/2011,2,21/11/2013,01/01/2017,721,23.63934426,1.975342466,1,0.001723512,1
5126,12/03/2012,398,1.209502563,03/03/2012,1,21/11/2013,01/01/2017,628,20.59016393,1.720547945,1,0.106468921,0
5126,07/03/2013,1391,1.016711116,03/03/2012,2,21/11/2013,01/01/2017,628,20.59016393,1.720547945,1,-0.018969169,1
9005,09/10/2014,690,0.97770995,13/03/2012,3,08/04/2015,01/01/2017,1121,36.75409836,3.071232877,1,-0.108752969,4
9005,09/10/2014,690,0.97770995,13/03/2012,3,08/04/2015,01/01/2017,1121,36.75409836,3.071232877,1,-0.108752969,3
9005,16/03/2012,730,0.944725647,13/03/2012,1,08/04/2015,01/01/2017,1121,36.75409836,3.071232877,1,-0.017577445,0
2500,28/08/2014,939,0.947112795,12/04/2012,4,17/08/2016,01/01/2017,1588,52.06557377,4.350684932,1,-0.05500694,2
2500,07/03/2013,1141,1.035885499,12/04/2012,2,17/08/2016,01/01/2017,1588,52.06557377,4.350684932,1,-0.081873306,1
2500,25/03/2014,1256,0.986726565,12/04/2012,3,17/08/2016,01/01/2017,1588,52.06557377,4.350684932,1,-0.062980927,2
2500,13/04/2012,501,1.264390932,12/04/2012,1,NULL,01/01/2017,1725,56.55737705,4.726027397,0,0.182456442,0
4967,27/06/2012,533,1.148149658,23/06/2012,1,NULL,01/01/2017,1653,54.19672131,4.528767123,0,-0.029074102,0
4967,28/08/2014,842,1.264006105,23/06/2012,4,NULL,01/01/2017,1653,54.19672131,4.528767123,0,0.076777113,2
4967,07/03/2013,625,1.437519567,23/06/2012,2,NULL,01/01/2017,1653,54.19672131,4.528767123,0,0.113992757,1
4967,25/03/2014,101,1.008644344,23/06/2012,3,NULL,01/01/2017,1653,54.19672131,4.528767123,0,-0.021852574,2
4662,07/03/2013,519,0.839561547,26/07/2012,2,14/08/2014,01/01/2017,749,24.55737705,2.052054795,1,-0.136305735,1
4662,14/08/2014,1118,1.118727194,26/07/2012,3,14/08/2014,01/01/2017,749,24.55737705,2.052054795,1,-0.052052308,2
4662,06/08/2012,1390,0.948326917,26/07/2012,1,14/08/2014,01/01/2017,749,24.55737705,2.052054795,1,0.045268365,0
9911,16/03/2010,633,1.087239469,11/09/2008,2,02/08/2012,01/01/2017,1421,46.59016393,3.893150685,1,-0.061141801,2
9911,06/04/2011,773,1.177112117,11/09/2008,3,02/08/2012,01/01/2017,1421,46.59016393,3.893150685,1,0.028008667,4
9911,06/04/2011,773,1.177112117,11/09/2008,3,02/08/2012,01/01/2017,1421,46.59016393,3.893150685,1,0.028008667,3
9911,27/02/2012,941,0.900060772,11/09/2008,4,02/08/2012,01/01/2017,1421,46.59016393,3.893150685,1,-0.157070846,4
9911,27/02/2012,941,0.900060772,11/09/2008,4,02/08/2012,01/01/2017,1421,46.59016393,3.893150685,1,-0.157070846,3
9911,15/09/2008,1051,1.369805198,11/09/2008,1,02/08/2012,01/01/2017,1421,46.59016393,3.893150685,1,0.13315194,0
