recodedID,DOB,BirthYear,BirthSeason,BIRTH_WGT,GENETIC_GROUP,FEED_GROUP,CULL_DATE,CULL_REASON,CULL_GROUP,HERD_LIFE,sampleDate,TEL_sampleNO,AGE_D,AGE_W,AGE_M,AGE_Y,AgeGr,LIVE_WGT,ExtrBatch,ExtractionID,VolOriginalDNAStock,MeanDNAconcentrationNanoDrop,IntegrityGel_score,Plate,RunDate,Row,QC_RTL,LogTL
10259,04/06/2009,2009,1,52,S,2,25/04/2014,REPEAT BREEDER,F,1786,28/03/2011,3,662,95,22,2,2,477,13,377,150,85.4,1,5,05/11/2015,B,1.212858589,0.083810168
10284,05/06/2009,2009,1,48,C,2,16/07/2012,REPEAT BREEDER,F,1137,08/06/2009,1,3,0,0,0,1,505,48,1170,150,116.02,1,19,16/12/2015,B,1.230753891,0.090171217
10284,05/06/2009,2009,1,48,C,2,16/07/2012,REPEAT BREEDER,F,1137,16/03/2010,2,284,41,9,1,2,505,31,781,150,83.065,1,12,12/12/2015,B,1.138896689,0.05648433
10284,05/06/2009,2009,1,48,C,2,16/07/2012,REPEAT BREEDER,F,1137,20/02/2012,4,990,141,32,3,2,NULL,25,634,150,109.42,1,10,14/12/2015,C,1.078847156,0.032959921
10284,05/06/2009,2009,1,48,C,2,16/07/2012,REPEAT BREEDER,F,1137,28/03/2011,3,661,94,22,2,2,505,31,774,150,67.165,1,12,12/12/2015,C,1.025362922,0.010877609
2548,06/06/2009,2009,1,31,C,2,01/05/2015,ACCIDENT,O,2155,11/06/2009,1,5,1,0,0,1,519,47,1158,150,33.24,1,19,16/12/2015,H,1.241571754,0.093971824
2548,06/06/2009,2009,1,31,C,2,01/05/2015,ACCIDENT,O,2155,16/03/2010,2,283,40,9,1,2,519,29,732,150,74.615,1,11,12/12/2015,B,1.493070048,0.174080183
2548,06/06/2009,2009,1,31,C,2,01/05/2015,ACCIDENT,O,2155,16/05/2014,6,1805,258,59,5,2,NULL,7,220,150,102.82,1,3,02/11/2015,G,1.24138109,0.093905125
2548,06/06/2009,2009,1,31,C,2,01/05/2015,ACCIDENT,O,2155,20/02/2012,4,989,141,32,3,2,NULL,12,353,150,91.655,1,5,05/11/2015,A,1.095196533,0.03949206
2548,06/06/2009,2009,1,31,C,2,01/05/2015,ACCIDENT,O,2155,21/02/2013,5,1356,194,44,4,2,NULL,45,1107,150,78.225,1,18,16/12/2015,F,1.243785714,0.094745564
2548,06/06/2009,2009,1,31,C,2,01/05/2015,ACCIDENT,O,2155,28/03/2011,3,660,94,22,2,2,519,42,1032,150,84.725,1,17,15/12/2015,E,1.165324281,0.066446796
7674,15/06/2009,2009,1,54,C,1,16/07/2012,REPEAT BREEDER,F,1127,16/03/2010,2,274,39,9,1,2,576,9,284,150,151.21,1,4,02/11/2015,F,0.882054133,-0.054504761
7674,15/06/2009,2009,1,54,C,1,16/07/2012,REPEAT BREEDER,F,1127,17/02/2012,4,977,140,32,3,2,NULL,36,886,150,79.49,1,14,11/12/2015,H,0.914371951,-0.038877105
7674,15/06/2009,2009,1,54,C,1,16/07/2012,REPEAT BREEDER,F,1127,17/06/2009,1,2,0,0,0,1,576,14,401,150,74.035,1,6,05/11/2015,A,1.056342848,0.023804896
7674,15/06/2009,2009,1,54,C,1,16/07/2012,REPEAT BREEDER,F,1127,28/03/2011,3,651,93,21,2,2,576,4,159,150,79.95,1,2,02/11/2015,D,0.939829278,-0.02695103
4407,24/06/2009,2009,1,46,C,2,25/04/2014,REPEAT BREEDER,F,1766,16/03/2010,2,265,38,9,1,2,418,48,1171,150,107.35,1,19,16/12/2015,C,0.973117649,-0.011834651
4407,24/06/2009,2009,1,46,C,2,25/04/2014,REPEAT BREEDER,F,1766,20/02/2012,4,971,139,32,3,2,NULL,12,339,150,84.675,1,5,05/11/2015,C,1.048889914,0.020729909
4407,24/06/2009,2009,1,46,C,2,25/04/2014,REPEAT BREEDER,F,1766,21/02/2013,5,1338,191,44,4,2,NULL,11,322,150,64.26,1,4,02/11/2015,D,1.109758999,0.045228675
4407,24/06/2009,2009,1,46,C,2,25/04/2014,REPEAT BREEDER,F,1766,23/04/2014,6,1764,252,58,5,2,NULL,57,1373,150,49.785,1,22,17/12/2015,H,0.998388825,-0.000700289
4407,24/06/2009,2009,1,46,C,2,25/04/2014,REPEAT BREEDER,F,1766,28/03/2011,3,642,92,21,2,2,418,30,751,150,135.52,1,12,12/12/2015,D,0.859330454,-0.065839797
4407,24/06/2009,2009,1,46,C,2,25/04/2014,REPEAT BREEDER,F,1766,29/06/2009,1,5,1,0,0,1,418,3,127,150,78.46,1,1,22/10/2015,E,1.31329169,0.118361196
370,27/06/2009,2009,1,47,C,NULL,NULL,NULL,NULL,NULL,15/04/2013,4,1388,198,46,4,2,538,3,132,150,97.47,1,2,02/11/2015,B,1.229869524,0.08985904
370,27/06/2009,2009,1,47,C,NULL,NULL,NULL,NULL,NULL,16/03/2010,2,262,37,9,1,2,471,38,934,150,118.67,1,15,14/12/2015,D,0.902005296,-0.044790913
370,27/06/2009,2009,1,47,C,NULL,NULL,NULL,NULL,NULL,20/08/2014,5,1880,269,62,5,2,538,36,907,150,62.195,1,14,11/12/2015,E,1.360772933,0.133785662
370,27/06/2009,2009,1,47,C,NULL,NULL,NULL,NULL,NULL,28/03/2011,3,639,91,21,2,2,471,50,1215,150,120.655,1,20,17/12/2015,E,0.982411727,-0.007706462
370,27/06/2009,2009,1,47,C,NULL,NULL,NULL,NULL,NULL,29/06/2009,1,2,0,0,0,1,471,35,879,150,64.555,1,14,11/12/2015,H,1.09493634,0.03938887
8447,29/06/2009,2009,1,50,C,1,04/10/2012,NOT SERVED - POLICY,O,1193,03/10/2012,5,1192,170,39,3,2,NULL,55,1343,150,62.775,1,22,17/12/2015,A,0.99309415,-0.003009576
8447,29/06/2009,2009,1,50,C,1,04/10/2012,NOT SERVED - POLICY,O,1193,13/07/2009,1,14,2,0,0,1,602,23,597,150,170.665,1,9,06/11/2015,G,1.084711844,0.035314382
8447,29/06/2009,2009,1,50,C,1,04/10/2012,NOT SERVED - POLICY,O,1193,16/03/2010,2,260,37,9,1,2,602,40,994,100,23.135,1,25,17/02/2016,D,0.875858743,-0.05756593
8447,29/06/2009,2009,1,50,C,1,04/10/2012,NOT SERVED - POLICY,O,1193,17/02/2012,4,963,138,32,3,2,NULL,15,403,150,140.42,1,6,05/11/2015,C,1.048295471,0.020483709
8447,29/06/2009,2009,1,50,C,1,04/10/2012,NOT SERVED - POLICY,O,1193,28/03/2011,3,637,91,21,2,2,602,34,862,150,63.12,1,14,11/12/2015,G,1.24840858,0.096356745
7645,04/07/2009,2009,1,45,S,2,NULL,NULL,NULL,NULL,13/07/2009,1,9,1,0,0,1,526,29,725,150,64.165,1,11,12/12/2015,C,1.128716696,0.052584949
7645,04/07/2009,2009,1,45,S,2,NULL,NULL,NULL,NULL,14/05/2014,6,1775,254,58,5,2,NULL,60,1163,150,94,1,24,04/01/2016,G,1.188313209,0.074930925
7645,04/07/2009,2009,1,45,S,2,NULL,NULL,NULL,NULL,16/03/2010,2,255,36,8,1,2,526,41,1020,150,43.695,1,16,15/12/2015,C,1.250900654,0.09722282
7645,04/07/2009,2009,1,45,S,2,NULL,NULL,NULL,NULL,22/02/2012,4,963,138,32,3,2,NULL,12,337,150,87.075,1,5,05/11/2015,A,0.913120182,-0.039472058
7645,04/07/2009,2009,1,45,S,2,NULL,NULL,NULL,NULL,22/02/2013,5,1329,190,44,4,2,NULL,49,1192,150,58.16,1,19,16/12/2015,H,0.873777665,-0.058599061
7645,04/07/2009,2009,1,45,S,2,NULL,NULL,NULL,NULL,28/03/2011,3,632,90,21,2,2,526,35,863,150,67.765,1,14,11/12/2015,H,1.154225371,0.062290616
5709,08/07/2009,2009,1,38,C,2,NULL,NULL,NULL,NULL,14/05/2014,6,1771,253,58,5,2,NULL,6,203,150,92.74,1,24,04/01/2016,D,0.825905951,-0.083069405
5709,08/07/2009,2009,1,38,C,2,NULL,NULL,NULL,NULL,16/03/2010,2,251,36,8,1,2,496,55,1345,150,177.185,1,22,17/12/2015,C,0.91933296,-0.036527169
5709,08/07/2009,2009,1,38,C,2,NULL,NULL,NULL,NULL,16/07/2009,1,8,1,0,0,1,496,46,1117,150,80.695,1,18,16/12/2015,A,1.082814048,0.034553881
5709,08/07/2009,2009,1,38,C,2,NULL,NULL,NULL,NULL,22/02/2012,4,959,137,31,3,2,NULL,45,1111,150,49.825,1,18,16/12/2015,B,1.274616579,0.105379563
5709,08/07/2009,2009,1,38,C,2,NULL,NULL,NULL,NULL,22/02/2013,5,1325,189,43,4,2,NULL,48,1169,150,54.975,1,19,16/12/2015,A,0.925991104,-0.033393186
5709,08/07/2009,2009,1,38,C,2,NULL,NULL,NULL,NULL,29/03/2011,3,629,90,21,2,2,496,47,1159,150,74.44,1,19,16/12/2015,A,1.013330713,0.005751206
6447,11/07/2009,2009,1,46,S,2,05/07/2011,BAD CALVING,F,724,16/03/2010,2,248,35,8,1,2,NULL,2,108,150,146.625,1,1,22/10/2015,B,1.185688592,0.073970641
6447,11/07/2009,2009,1,46,S,2,05/07/2011,BAD CALVING,F,724,16/07/2009,1,5,1,0,0,1,NULL,15,407,100,114.4,1,6,05/11/2015,G,1.265875756,0.102391082
6447,11/07/2009,2009,1,46,S,2,05/07/2011,BAD CALVING,F,724,28/03/2011,3,625,89,20,2,2,NULL,42,1024,150,106.765,1,16,15/12/2015,G,1.118126473,0.04849093
25,14/07/2009,2009,1,42,C,2,06/08/2015,REPEAT BREEDER,F,2214,16/05/2014,4,1767,252,58,5,2,NULL,10,304,150,136.05,1,4,02/11/2015,C,1.037209702,0.01586657
25,14/07/2009,2009,1,42,C,2,06/08/2015,REPEAT BREEDER,F,2214,16/07/2009,1,2,0,0,0,1,519,32,809,150,88.125,1,13,14/12/2015,D,0.941479199,-0.026189271
25,14/07/2009,2009,1,42,C,2,06/08/2015,REPEAT BREEDER,F,2214,20/02/2012,2,951,136,31,3,2,NULL,36,901,150,54.04,1,14,11/12/2015,G,0.843234265,-0.074051754
25,14/07/2009,2009,1,42,C,2,06/08/2015,REPEAT BREEDER,F,2214,21/02/2013,3,1318,188,43,4,2,NULL,25,637,150,87.975,1,10,14/12/2015,F,0.878074098,-0.056468834
4028,18/07/2009,2009,1,49,C,1,31/08/2015,MASTITIS,M,2235,16/02/2012,4,943,135,31,3,2,NULL,7,233,150,138.36,1,3,02/11/2015,C,0.841348066,-0.075024299
4028,18/07/2009,2009,1,49,C,1,31/08/2015,MASTITIS,M,2235,16/03/2010,2,241,34,8,1,2,515,20,531,150,135.765,1,8,06/11/2015,A,0.746548389,-0.126942037
4028,18/07/2009,2009,1,49,C,1,31/08/2015,MASTITIS,M,2235,23/07/2009,1,5,1,0,0,1,515,54,1323,150,82.13,1,22,17/12/2015,G,1.113416729,0.046657742
4028,18/07/2009,2009,1,49,C,1,31/08/2015,MASTITIS,M,2235,25/02/2013,5,1318,188,43,4,2,NULL,29,726,150,98.045,1,11,12/12/2015,D,0.813635957,-0.089569867
4028,18/07/2009,2009,1,49,C,1,31/08/2015,MASTITIS,M,2235,28/03/2011,3,618,88,20,2,2,515,8,251,150,139.15,1,3,02/11/2015,F,0.918586823,-0.036879789
4028,18/07/2009,2009,1,49,C,1,31/08/2015,MASTITIS,M,2235,28/05/2014,6,1775,254,58,5,2,NULL,41,1001,150,62.62,1,25,17/02/2016,E,0.767779373,-0.11476356
10952,07/08/2009,2009,1,42,C,2,17/08/2016,MASTITIS,M,2567,14/05/2014,6,1741,249,57,5,2,NULL,37,925,150,39.215,1,15,14/12/2015,C,1.068837928,0.028911856
10952,07/08/2009,2009,1,42,C,2,17/08/2016,MASTITIS,M,2567,16/03/2010,2,221,32,7,1,2,521,12,349,150,78.845,1,5,05/11/2015,E,1.147296507,0.059675671
10952,07/08/2009,2009,1,42,C,2,17/08/2016,MASTITIS,M,2567,19/08/2009,1,12,2,0,0,1,521,5,172,150,86.015,1,2,02/11/2015,A,1.116154842,0.047724448
10952,07/08/2009,2009,1,42,C,2,17/08/2016,MASTITIS,M,2567,22/02/2012,4,929,133,30,3,2,NULL,52,1267,150,101.45,1,21,17/12/2015,A,1.139381586,0.056669196
10952,07/08/2009,2009,1,42,C,2,17/08/2016,MASTITIS,M,2567,22/02/2013,5,1295,185,42,4,2,NULL,58,1412,150,44.125,1,23,18/12/2015,F,1.242103128,0.094157655
10952,07/08/2009,2009,1,42,C,2,17/08/2016,MASTITIS,M,2567,28/03/2011,3,598,85,20,2,2,521,15,409,150,93.905,1,6,05/11/2015,A,1.072948432,0.030578849
7602,10/08/2009,2009,1,46,S,2,08/04/2015,HIGH SCC,M,2067,12/05/2014,6,1736,248,57,5,2,433,23,595,150,91.15,1,9,06/11/2015,D,0.936855226,-0.028327516
7602,10/08/2009,2009,1,46,S,2,08/04/2015,HIGH SCC,M,2067,16/02/2012,4,920,131,30,3,2,433,53,1292,150,96.94,1,21,17/12/2015,B,1.330220214,0.123923543
7602,10/08/2009,2009,1,46,S,2,08/04/2015,HIGH SCC,M,2067,16/03/2010,2,218,31,7,1,2,NULL,22,567,150,234.025,1,8,06/11/2015,A,0.93850891,-0.0275616
7602,10/08/2009,2009,1,46,S,2,08/04/2015,HIGH SCC,M,2067,19/08/2009,1,9,1,0,0,1,NULL,33,836,150,44.465,1,13,14/12/2015,H,1.67389742,0.22372884
7602,10/08/2009,2009,1,46,S,2,08/04/2015,HIGH SCC,M,2067,25/02/2013,5,1295,185,42,4,2,433,41,1009,150,126.3,1,16,15/12/2015,H,1.096857243,0.040150107
7602,10/08/2009,2009,1,46,S,2,08/04/2015,HIGH SCC,M,2067,29/03/2011,3,596,85,20,2,2,NULL,52,1275,150,114.925,1,21,17/12/2015,A,1.117279099,0.048161674
10001,14/08/2009,2009,1,49,S,2,25/04/2014,REPEAT BREEDER,F,1715,16/03/2010,2,214,31,7,1,2,NULL,6,207,150,144.29,1,24,04/01/2016,G,1.072345957,0.030334919
10001,14/08/2009,2009,1,49,S,2,25/04/2014,REPEAT BREEDER,F,1715,19/08/2009,1,5,1,0,0,1,NULL,8,242,150,67.1,1,3,02/11/2015,D,1.160745949,0.064737177
10001,14/08/2009,2009,1,49,S,2,25/04/2014,REPEAT BREEDER,F,1715,19/08/2009,1,5,1,0,0,1,NULL,16,434,150,97.275,1,6,05/11/2015,C,1.470784061,0.167548915
10001,14/08/2009,2009,1,49,S,2,25/04/2014,REPEAT BREEDER,F,1715,20/02/2012,4,920,131,30,3,2,NULL,44,1090,150,64.465,1,18,16/12/2015,F,1.336413774,0.125940943
10001,14/08/2009,2009,1,49,S,2,25/04/2014,REPEAT BREEDER,F,1715,21/02/2013,5,1287,184,42,4,2,NULL,29,728,150,75.195,1,11,12/12/2015,F,1.073590676,0.030838731
10001,14/08/2009,2009,1,49,S,2,25/04/2014,REPEAT BREEDER,F,1715,23/04/2014,6,1713,245,56,5,2,NULL,38,943,150,70.8,1,15,14/12/2015,F,1.076782582,0.032128022
10001,14/08/2009,2009,1,49,S,2,25/04/2014,REPEAT BREEDER,F,1715,28/03/2011,3,591,84,19,2,2,NULL,10,306,150,157.67,1,4,02/11/2015,E,1.26344886,0.101557668
8584,19/08/2009,2009,1,44,C,2,08/01/2016,BAD CALVING,F,2333,16/03/2010,2,209,30,7,1,2,476,8,253,150,40.85,1,3,02/11/2015,H,1.113969625,0.046873349
8584,19/08/2009,2009,1,44,C,2,08/01/2016,BAD CALVING,F,2333,22/02/2012,4,917,131,30,3,2,NULL,16,436,150,80.175,1,6,05/11/2015,E,1.023705205,0.010174911
8584,19/08/2009,2009,1,44,C,2,08/01/2016,BAD CALVING,F,2333,22/02/2013,5,1283,183,42,4,2,NULL,43,1054,150,76.405,1,17,15/12/2015,B,1.13845089,0.056314301
8584,19/08/2009,2009,1,44,C,2,08/01/2016,BAD CALVING,F,2333,28/05/2014,6,1743,249,57,5,2,NULL,25,655,150,93.995,1,10,14/12/2015,A,0.924588895,-0.034051327
8584,19/08/2009,2009,1,44,C,2,08/01/2016,BAD CALVING,F,2333,29/03/2011,3,587,84,19,2,2,476,55,1346,150,87.715,1,22,17/12/2015,D,0.797286483,-0.098385599
8584,19/08/2009,2009,1,44,C,2,08/01/2016,BAD CALVING,F,2333,31/08/2009,1,12,2,0,0,1,476,59,470,150,33,1,23,18/12/2015,G,0.865273412,-0.062846641
8896,25/08/2009,2009,1,51,S,1,01/05/2015,REPEAT BREEDER,F,2075,13/05/2014,6,1722,246,56,5,2,NULL,12,335,150,69.555,1,5,05/11/2015,G,1.221827532,0.087009907
8896,25/08/2009,2009,1,51,S,1,01/05/2015,REPEAT BREEDER,F,2075,16/02/2012,4,905,129,30,2,2,NULL,44,1078,150,61.49,1,17,15/12/2015,C,1.483383956,0.171253577
8896,25/08/2009,2009,1,51,S,1,01/05/2015,REPEAT BREEDER,F,2075,16/03/2010,2,203,29,7,1,2,532,16,430,150,49.505,1,6,05/11/2015,G,1.027159354,0.011637825
8896,25/08/2009,2009,1,51,S,1,01/05/2015,REPEAT BREEDER,F,2075,25/02/2013,5,1280,183,42,4,2,NULL,49,1207,150,41.28,1,20,17/12/2015,E,1.047110109,0.019992352
8896,25/08/2009,2009,1,51,S,1,01/05/2015,REPEAT BREEDER,F,2075,28/03/2011,3,580,83,19,2,2,532,38,948,150,149.51,1,15,14/12/2015,C,1.0567059,0.023954132
8896,25/08/2009,2009,1,51,S,1,01/05/2015,REPEAT BREEDER,F,2075,31/08/2009,1,6,1,0,0,1,532,49,1193,100,56.135,1,19,16/12/2015,A,1.349067335,0.130033627
3661,25/08/2009,2009,1,36,S,2,11/08/2015,REPEAT BREEDER,F,2177,16/03/2010,2,203,29,7,1,2,NULL,7,219,150,182.475,1,3,02/11/2015,F,1.36930876,0.136501387
3661,25/08/2009,2009,1,36,S,2,11/08/2015,REPEAT BREEDER,F,2177,16/05/2014,6,1725,246,57,5,2,NULL,23,593,150,138.4,1,9,06/11/2015,B,1.227153656,0.088898946
3661,25/08/2009,2009,1,36,S,2,11/08/2015,REPEAT BREEDER,F,2177,16/12/2014,7,1939,277,64,5,2,NULL,5,171,150,81.32,1,2,02/11/2015,H,1.118824965,0.048762148
3661,25/08/2009,2009,1,36,S,2,11/08/2015,REPEAT BREEDER,F,2177,20/02/2012,4,909,130,30,2,2,NULL,30,764,150,83.95,1,12,12/12/2015,A,1.003449278,0.001495425
3661,25/08/2009,2009,1,36,S,2,11/08/2015,REPEAT BREEDER,F,2177,21/02/2013,5,1276,182,42,3,2,NULL,35,876,150,77.755,1,14,11/12/2015,E,1.109834578,0.045258252
3661,25/08/2009,2009,1,36,S,2,11/08/2015,REPEAT BREEDER,F,2177,30/03/2011,3,582,83,19,2,2,NULL,53,1289,150,98.47,1,21,17/12/2015,G,1.254023402,0.098305641
3661,25/08/2009,2009,1,36,S,2,11/08/2015,REPEAT BREEDER,F,2177,31/08/2009,1,6,1,0,0,1,NULL,45,1100,150,39.07,1,18,16/12/2015,G,1.441392266,0.158782187
8287,27/08/2009,2009,1,47,C,2,11/08/2016,MASTITIS,M,2541,12/05/2014,7,1719,246,56,5,2,NULL,47,1155,150,115.58,1,19,16/12/2015,E,1.109731846,0.045218049
8287,27/08/2009,2009,1,47,C,2,11/08/2016,MASTITIS,M,2541,16/03/2010,2,201,29,7,1,2,490,57,1378,150,72.3,1,23,18/12/2015,D,1.052376564,0.022171168
8287,27/08/2009,2009,1,47,C,2,11/08/2016,MASTITIS,M,2541,16/10/2013,6,1511,216,50,4,2,NULL,9,271,150,105.68,1,4,02/11/2015,A,1.299757674,0.11386239
8287,27/08/2009,2009,1,47,C,2,11/08/2016,MASTITIS,M,2541,22/02/2012,4,909,130,30,2,2,NULL,32,801,150,124.005,1,13,14/12/2015,E,1.058503715,0.024692387
8287,27/08/2009,2009,1,47,C,2,11/08/2016,MASTITIS,M,2541,22/02/2013,5,1275,182,42,3,2,NULL,21,563,150,58.95,1,8,06/11/2015,F,1.182703892,0.072876026
8287,27/08/2009,2009,1,47,C,2,11/08/2016,MASTITIS,M,2541,28/03/2011,3,578,83,19,2,2,490,7,217,150,192.41,1,3,02/11/2015,D,1.078690105,0.032896695
8287,27/08/2009,2009,1,47,C,2,11/08/2016,MASTITIS,M,2541,31/08/2009,1,4,1,0,0,1,490,2,118,150,76.5,1,1,22/10/2015,D,1.080045625,0.033442102
9859,28/08/2009,2009,1,43,S,1,01/05/2015,NOT SERVED - POLICY,O,2072,12/05/2014,6,1718,245,56,5,2,NULL,55,1339,150,117.555,1,22,17/12/2015,G,1.002836779,0.001230253
9859,28/08/2009,2009,1,43,S,1,01/05/2015,NOT SERVED - POLICY,O,2072,16/02/2012,4,902,129,30,2,2,NULL,37,918,150,74.37,1,15,14/12/2015,E,0.893955452,-0.048684123
9859,28/08/2009,2009,1,43,S,1,01/05/2015,NOT SERVED - POLICY,O,2072,16/03/2010,2,200,29,7,1,2,531,58,1407,150,164.97,1,23,18/12/2015,A,0.865785746,-0.062589569
9859,28/08/2009,2009,1,43,S,1,01/05/2015,NOT SERVED - POLICY,O,2072,27/02/2013,5,1279,183,42,4,2,NULL,48,1176,150,72.74,1,25,17/02/2016,G,1.033918119,0.014486146
9859,28/08/2009,2009,1,43,S,1,01/05/2015,NOT SERVED - POLICY,O,2072,29/03/2011,3,578,83,19,2,2,531,50,1216,150,118.535,1,20,17/12/2015,F,0.942285173,-0.025817643
9859,28/08/2009,2009,1,43,S,1,01/05/2015,NOT SERVED - POLICY,O,2072,31/08/2009,1,3,0,0,0,1,531,48,1184,150,70.02,1,19,16/12/2015,H,1.379011538,0.1395679
525,01/09/2009,2009,1,43,S,1,30/09/2011,DIED,O,759,10/09/2009,1,9,1,0,0,1,574,40,987,150,62.005,1,16,15/12/2015,A,1.489805615,0.173129607
525,01/09/2009,2009,1,43,S,1,30/09/2011,DIED,O,759,16/03/2010,2,196,28,6,1,2,574,11,318,150,60.395,1,4,02/11/2015,H,1.058120741,0.024535227
525,01/09/2009,2009,1,43,S,1,30/09/2011,DIED,O,759,28/03/2011,3,573,82,19,2,2,574,5,184,>150,52.025,1,2,02/11/2015,E,1.29918867,0.113672225
7816,02/09/2009,2009,1,48,S,2,NULL,NULL,NULL,NULL,10/09/2009,1,8,1,0,0,1,492,17,452,150,86.26,1,7,05/11/2015,D,1.058765875,0.024799935
7816,02/09/2009,2009,1,48,S,2,NULL,NULL,NULL,NULL,16/03/2010,2,195,28,6,1,2,492,58,1403,150,113.48,1,23,18/12/2015,D,0.762046032,-0.118018794
7816,02/09/2009,2009,1,48,S,2,NULL,NULL,NULL,NULL,16/05/2014,6,1717,245,56,5,2,NULL,22,572,150,111.01,1,9,06/11/2015,E,0.963884351,-0.015975071
7816,02/09/2009,2009,1,48,S,2,NULL,NULL,NULL,NULL,20/02/2012,4,901,129,30,2,2,NULL,41,1006,150,64.62,1,16,15/12/2015,E,1.125095149,0.051189252
7816,02/09/2009,2009,1,48,S,2,NULL,NULL,NULL,NULL,21/02/2013,5,1268,181,42,3,2,NULL,15,413,150,75.875,1,6,05/11/2015,F,0.955156876,-0.019925294
7816,02/09/2009,2009,1,48,S,2,NULL,NULL,NULL,NULL,29/03/2011,3,573,82,19,2,2,492,29,744,150,116.575,1,12,12/12/2015,E,0.955485584,-0.019775861
5054,04/09/2009,2009,1,32,C,1,10/07/2014,FOOT/LEG PROBLEMS,L,1770,10/09/2009,1,6,1,0,0,1,476,58,1399,150,91.955,1,23,18/12/2015,A,0.990310312,-0.004228699
5054,04/09/2009,2009,1,32,C,1,10/07/2014,FOOT/LEG PROBLEMS,L,1770,13/05/2014,4,1712,245,56,5,2,NULL,7,223,100,21.93,1,3,02/11/2015,B,1.178734076,0.071415839
5054,04/09/2009,2009,1,32,C,1,10/07/2014,FOOT/LEG PROBLEMS,L,1770,16/02/2012,2,895,128,29,2,2,NULL,22,575,150,152.255,1,9,06/11/2015,H,1.197685695,0.078342862
5054,04/09/2009,2009,1,32,C,1,10/07/2014,FOOT/LEG PROBLEMS,L,1770,25/02/2013,3,1270,181,42,3,2,NULL,31,790,150,46.815,1,12,12/12/2015,C,1.429597405,0.155213751
9221,19/09/2009,2009,1,33,C,2,11/08/2012,ACCIDENT,O,1057,20/02/2012,3,884,126,29,2,2,NULL,36,906,150,64.14,1,14,11/12/2015,D,1.152235307,0.061541179
9221,19/09/2009,2009,1,33,C,2,11/08/2012,ACCIDENT,O,1057,28/03/2011,2,555,79,18,2,2,430,7,239,150,130.995,1,3,02/11/2015,A,0.954960135,-0.020014758
9221,19/09/2009,2009,1,33,C,2,11/08/2012,ACCIDENT,O,1057,28/09/2009,1,9,1,0,0,1,430,30,769,150,87.2,1,12,12/12/2015,F,0.987973744,-0.005254597
9131,25/09/2009,2009,1,46,S,2,03/12/2013,DIED,O,1530,03/12/2013,6,1530,219,50,4,2,NULL,28,713,100,41.235,2,11,12/12/2015,H,1.173910407,0.069634953
9131,25/09/2009,2009,1,46,S,2,03/12/2013,DIED,O,1530,16/03/2010,2,172,25,6,0,2,460,2,115,150,161.475,1,1,22/10/2015,A,1.289682092,0.110482669
9131,25/09/2009,2009,1,46,S,2,03/12/2013,DIED,O,1530,22/02/2012,4,880,126,29,2,2,NULL,24,611,150,82.235,1,9,06/11/2015,E,1.301333421,0.114388584
9131,25/09/2009,2009,1,46,S,2,03/12/2013,DIED,O,1530,22/02/2013,5,1246,178,41,3,2,NULL,34,855,150,61.04,1,13,14/12/2015,A,1.036290677,0.015481591
9131,25/09/2009,2009,1,46,S,2,03/12/2013,DIED,O,1530,28/03/2011,3,549,78,18,2,2,460,2,99,150,200.815,1,1,22/10/2015,B,1.232925047,0.090936675
9131,25/09/2009,2009,1,46,S,2,03/12/2013,DIED,O,1530,28/09/2009,1,3,0,0,0,1,460,23,605,150,91.44,1,9,06/11/2015,G,1.626252498,0.211187977
7743,28/09/2009,2009,1,44,C,NULL,15/03/2015,NULL,NULL,1994,01/10/2009,1,3,0,0,0,1,NULL,60,765,150,112.5,2,24,04/01/2016,D,1.005737376,0.00248459
7743,28/09/2009,2009,1,44,C,NULL,15/03/2015,NULL,NULL,1994,02/06/2014,5,1708,244,56,5,2,NULL,27,682,150,57.295,1,11,12/12/2015,C,1.405515521,0.147835646
7743,28/09/2009,2009,1,44,C,NULL,15/03/2015,NULL,NULL,1994,11/03/2013,4,1260,180,41,3,2,NULL,28,710,150,105.875,1,11,12/12/2015,F,1.156591298,0.06317992
7743,28/09/2009,2009,1,44,C,NULL,15/03/2015,NULL,NULL,1994,27/02/2012,3,882,126,29,2,2,NULL,31,791,150,71.765,1,12,12/12/2015,D,1.321939946,0.121211726
7743,28/09/2009,2009,1,44,C,NULL,15/03/2015,NULL,NULL,1994,30/03/2011,2,548,78,18,2,2,NULL,52,1257,150,221.71,1,20,17/12/2015,H,1.13052266,0.053279272
10654,05/10/2009,2009,2,31,S,2,10/07/2014,REPEAT BREEDER,F,1739,10/07/2014,5,1739,248,57,5,2,NULL,50,1217,150,90.435,1,20,17/12/2015,G,0.850638043,-0.070255198
10654,05/10/2009,2009,2,31,S,2,10/07/2014,REPEAT BREEDER,F,1739,14/10/2009,1,9,1,0,0,1,NULL,24,626,150,39.365,1,10,14/12/2015,C,1.392431311,0.143773781
10654,05/10/2009,2009,2,31,S,2,10/07/2014,REPEAT BREEDER,F,1739,20/02/2012,3,868,124,28,2,2,NULL,57,1385,150,72.595,1,23,18/12/2015,C,0.988012401,-0.005237604
10654,05/10/2009,2009,2,31,S,2,10/07/2014,REPEAT BREEDER,F,1739,21/02/2013,4,1235,176,40,3,2,NULL,54,1312,150,75.84,1,21,17/12/2015,E,1.076090561,0.031848822
